samples	symbol	Genomic Alterations	Mutation	CNA Status	Expression
TCGA-06-0221	STAG2	-	-	-	0.735
TCGA-06-0221	STK11	-	-	-	0.025
TCGA-06-0221	SYNE1	-	-	-	2.699
TCGA-06-0221	TBL1XR1	-	-	-	-0.279
TCGA-06-0221	TBX3	-	-	-	-0.154
TCGA-06-0221	TCF12	-	-	-	8.452
TCGA-06-0221	TCF7	-	-	-	-0.413
TCGA-06-0221	TET2	-	-	-	0.651
TCGA-06-0221	TFDP1	-	-	-	-0.371
TCGA-06-0221	TGFBR2	-	-	-	-0.48
TCGA-06-0221	TGIF1	-	-	-	-1.212
TCGA-06-0221	TJP2	-	-	-	-0.249
TCGA-06-0221	TNFRSF10C	-	-	-	-0.306
TCGA-06-0221	TOM1	-	-	-	-0.626
TCGA-06-0221	TP53	1	1	-	-0.936
TCGA-06-0221	U2AF1	-	-	-	0.052
TCGA-06-0221	WT1	-	-	-	-0.01
TCGA-06-0221	ZFP36L1	-	-	-	-0.626
TCGA-06-0221	ZFP36L2	-	-	-	-0.533
TCGA-06-0221	ZNF132	-	-	-	2.092
TCGA-06-0221	ZNF300	-	-	-	3.851
TCGA-06-0221	ZNF814	-	-	-	0.302
TCGA-06-0221	ZNF844	-	-	-	0.849
TCGA-06-0237	ABCB1	-	-	-	-
TCGA-06-0237	ACVR1B	-	-	-	-
TCGA-06-0237	ADCY1	-	-	-	-
TCGA-06-0237	ADORA2A	-	-	-	-
TCGA-06-0237	AHNAK2	2	0	2	-
TCGA-06-0237	AKAP9	-	-	-	-
TCGA-06-0237	AKD1	-	-	-	-
TCGA-06-0237	AKT1	2	0	2	-
TCGA-06-0237	AMPH	-	-	-	-
TCGA-06-0237	APAF1	-	-	-	-
TCGA-06-0237	BCOR	-	-	-	-
TCGA-06-0237	BRAF	-	-	-	-
TCGA-06-0237	BRCA1	-	-	-	-
TCGA-06-0237	BRCA2	-	-	-	-
TCGA-06-0237	CAD	-	-	-	-
TCGA-06-0237	CASP8	-	-	-	-
TCGA-06-0237	CAST	-	-	-	-
TCGA-06-0237	CBFB	-	-	-	-
TCGA-06-0237	CCND1	-	-	-	-
TCGA-06-0237	CDKN2A	-	-	-	-
TCGA-06-0237	CDKN2C	-	-	-	-
TCGA-06-0237	CEBPA	-	-	-	-
TCGA-06-0237	CENPF	-	-	-	-
TCGA-06-0237	CFH	-	-	-	-
TCGA-06-0237	CHD4	-	-	-	-
TCGA-06-0237	CHD8	-	-	-	-
TCGA-06-0237	CREM	-	-	-	-
TCGA-06-0237	CRTC3	-	-	-	-
TCGA-06-0237	CTCF	-	-	-	-
TCGA-06-0237	CUL1	-	-	-	-
TCGA-06-0237	DHX9	-	-	-	-
TCGA-06-0237	DICER1	2	0	2	-
TCGA-06-0237	DMD	-	-	-	-
TCGA-06-0237	DNMT3A	-	-	-	-
TCGA-06-0237	EGFR	11	1	2	-
TCGA-06-0237	EIF4A2	-	-	-	-
TCGA-06-0237	ELF3	-	-	-	-
TCGA-06-0237	ERCC2	-	-	-	-
TCGA-06-0237	EWSR1	-	-	-	-
TCGA-06-0237	EZH2	-	-	-	-
TCGA-06-0237	FANCA	-	-	-	-
TCGA-06-0237	FBN2	-	-	-	-
TCGA-06-0237	FBXO11	-	-	-	-
TCGA-06-0237	FES	-	-	-	-
TCGA-06-0237	FGFR3	-	-	-	-
TCGA-06-0237	FLT3	-	-	-	-
TCGA-06-0237	FOXA2	-	-	-	-
TCGA-06-0237	FRG1B	-	-	-	-
TCGA-06-0237	GATA3	-	-	-	-
TCGA-06-0237	GNAI1	-	-	-	-
TCGA-06-0237	GNAS	-	-	-	-
TCGA-06-0237	GOLGA5	-	-	-	-
TCGA-06-0237	GOT2	-	-	-	-
TCGA-06-0237	GPHN	-	-	-	-
TCGA-06-0237	GPS2	-	-	-	-
TCGA-06-0237	H3F3C	-	-	-	-
TCGA-06-0237	HGF	-	-	-	-
TCGA-06-0237	HLA-A	-	-	-	-
TCGA-06-0237	HMGXB4	-	-	-	-
TCGA-06-0237	HRAS	-	-	-	-
TCGA-06-0237	HSPA8	-	-	-	-
TCGA-06-0237	HUWE1	-	-	-	-
TCGA-06-0237	IDH1	-	-	-	-
TCGA-06-0237	IDH2	-	-	-	-
TCGA-06-0237	IRS2	-	-	-	-
TCGA-06-0237	KDM5C	-	-	-	-
TCGA-06-0237	KEAP1	-	-	-	-
TCGA-06-0237	KIFC3	-	-	-	-
TCGA-06-0237	KIT	-	-	-	-
TCGA-06-0237	KRAS	-	-	-	-
TCGA-06-0237	LEPR	-	-	-	-
TCGA-06-0237	LIFR	-	-	-	-
TCGA-06-0237	LPP	-	-	-	-
TCGA-06-0237	LUM	-	-	-	-
TCGA-06-0237	LZTR1	-	-	-	-
TCGA-06-0237	MALAT1	-	-	-	-
TCGA-06-0237	MAP2K4	-	-	-	-
TCGA-06-0237	MAP3K3	-	-	-	-
TCGA-06-0237	MAPK8IP1	-	-	-	-
TCGA-06-0237	MATK	-	-	-	-
TCGA-06-0237	MDM2	-	-	-	-
TCGA-06-0237	MDM4	-	-	-	-
TCGA-06-0237	METTL14	-	-	-	-
TCGA-06-0237	MN1	-	-	-	-
TCGA-06-0237	MTOR	-	-	-	-
TCGA-06-0237	NAV3	-	-	-	-
TCGA-06-0237	NBPF10	-	-	-	-
TCGA-06-0237	NCOA4	-	-	-	-
TCGA-06-0237	NF1	-	-	-	-
TCGA-06-0237	NFE2L2	-	-	-	-
TCGA-06-0237	NLRP3	-	-	-	-
TCGA-06-0237	NOTCH1	-	-	-	-
TCGA-06-0237	NR4A2	-	-	-	-
TCGA-06-0237	PCBP1	-	-	-	-
TCGA-06-0237	PDGFRA	-	-	-	-
TCGA-06-0237	PIK3CA	-	-	-	-
TCGA-06-0237	PIK3CG	-	-	-	-
TCGA-06-0237	PIK3R1	-	-	-	-
TCGA-06-0237	PIP5K1A	-	-	-	-
TCGA-06-0237	PLCG1	-	-	-	-
TCGA-06-0237	PPP2R1A	-	-	-	-
TCGA-06-0237	PTEN	-	-	-	-
TCGA-06-0237	RAC1	-	-	-	-
TCGA-06-0237	RANBP2	-	-	-	-
TCGA-06-0237	RANBP3	-	-	-	-
TCGA-06-0237	RB1	-	-	-	-
TCGA-06-0237	RBMX	-	-	-	-
TCGA-06-0237	RHEB	-	-	-	-
TCGA-06-0237	RHOA	-	-	-	-
TCGA-06-0237	RPL5	-	-	-	-
TCGA-06-0237	RPSAP58	-	-	-	-
TCGA-06-0237	RUNX1	-	-	-	-
TCGA-06-0237	RXRA	-	-	-	-
TCGA-06-0237	SMAD2	-	-	-	-
TCGA-06-0237	SMC1A	-	-	-	-
TCGA-06-0237	SPATA6	-	-	-	-
TCGA-06-0237	SPEN	-	-	-	-
TCGA-06-0237	SPOP	-	-	-	-
TCGA-06-0237	STAG2	-	-	-	-
TCGA-06-0237	STK11	-	-	-	-
TCGA-06-0237	SYNE1	-	-	-	-
TCGA-06-0237	TBL1XR1	-	-	-	-
TCGA-06-0237	TBX3	-	-	-	-
TCGA-06-0237	TCF12	-	-	-	-
TCGA-06-0237	TCF7	-	-	-	-
TCGA-06-0237	TET2	-	-	-	-
TCGA-06-0237	TFDP1	-	-	-	-
TCGA-06-0237	TGFBR2	-	-	-	-
TCGA-06-0237	TGIF1	-	-	-	-
TCGA-06-0237	TJP2	-	-	-	-
TCGA-06-0237	TNFRSF10C	-	-	-	-
TCGA-06-0237	TOM1	-	-	-	-
TCGA-06-0237	TP53	1	1	-	-
TCGA-06-0237	U2AF1	-	-	-	-
TCGA-06-0237	WT1	-	-	-	-
TCGA-06-0237	ZFP36L1	-	-	-	-
TCGA-06-0237	ZFP36L2	-	-	-	-
TCGA-06-0237	ZNF132	-	-	-	-
TCGA-06-0237	ZNF300	-	-	-	-
TCGA-06-0237	ZNF814	-	-	-	-
TCGA-06-0237	ZNF844	1	1	-	-
TCGA-06-0238	ABCB1	-	-	-	0.261
TCGA-06-0238	ACVR1B	-	-	-	-0.546
TCGA-06-0238	ADCY1	-	-	-	0.228
TCGA-06-0238	ADORA2A	-	-	-	-0.189
TCGA-06-0238	AHNAK2	-	-	-	-0.18
TCGA-06-0238	AKAP9	-	-	-	-0.316
TCGA-06-0238	AKD1	-	-	-	0.405
TCGA-06-0238	AKT1	-	-	-	-0.367
TCGA-06-0238	AMPH	-	-	-	2.962
TCGA-06-0238	APAF1	-	-	-	0.156
TCGA-06-0238	BCOR	-	-	-	-0.586
TCGA-06-0238	BRAF	-	-	-	-0.647
TCGA-06-0238	BRCA1	-	-	-	-0.343
TCGA-06-0238	BRCA2	-	-	-	-0.234
TCGA-06-0238	CAD	-	-	-	-0.768
TCGA-06-0238	CASP8	-	-	-	-1.067
TCGA-06-0238	CAST	-	-	-	-1.134
TCGA-06-0238	CBFB	-	-	-	0.173
TCGA-06-0238	CCND1	-	-	-	-0.291
TCGA-06-0238	CDKN2A	-	-	-	1.406
TCGA-06-0238	CDKN2C	-	-	-	3.821
TCGA-06-0238	CEBPA	-	-	-	0.403
TCGA-06-0238	CENPF	-	-	-	-0.435
TCGA-06-0238	CFH	-	-	-	-0.324
TCGA-06-0238	CHD4	-	-	-	-1.131
TCGA-06-0238	CHD8	1	1	-	-0.705
TCGA-06-0238	CREM	-	-	-	0.942
TCGA-06-0238	CRTC3	-	-	-	-0.389
TCGA-06-0238	CTCF	-	-	-	-0.16
TCGA-06-0238	CUL1	-	-	-	0.53
TCGA-06-0238	DHX9	-	-	-	-0.053
TCGA-06-0238	DICER1	-	-	-	-0.658
TCGA-06-0238	DMD	-	-	-	0.389
TCGA-06-0238	DNMT3A	-	-	-	-0.473
TCGA-06-0238	EGFR	-	-	-	-0.066
TCGA-06-0238	EIF4A2	-	-	-	0.861
TCGA-06-0238	ELF3	-	-	-	-0.729
TCGA-06-0238	ERCC2	-	-	-	0.076
TCGA-06-0238	EWSR1	-	-	-	0.354
TCGA-06-0238	EZH2	-	-	-	1.243
TCGA-06-0238	FANCA	-	-	-	-0.119
TCGA-06-0238	FBN2	-	-	-	-0.042
TCGA-06-0238	FBXO11	-	-	-	0.287
TCGA-06-0238	FES	-	-	-	-0.049
TCGA-06-0238	FGFR3	-	-	-	0.082
TCGA-06-0238	FLT3	-	-	-	-0.003
TCGA-06-0238	FOXA2	-	-	-	0.156
TCGA-06-0238	FRG1B	-	-	-	-0.24
TCGA-06-0238	GATA3	-	-	-	-0.014
TCGA-06-0238	GNAI1	-	-	-	2.653
TCGA-06-0238	GNAS	-	-	-	0.6
TCGA-06-0238	GOLGA5	-	-	-	-0.67
TCGA-06-0238	GOT2	-	-	-	0.569
TCGA-06-0238	GPHN	-	-	-	1.455
TCGA-06-0238	GPS2	-	-	-	0.457
TCGA-06-0238	H3F3C	-	-	-	-0.447
TCGA-06-0238	HGF	-	-	-	0.01
TCGA-06-0238	HLA-A	-	-	-	-0.373
TCGA-06-0238	HMGXB4	-	-	-	-0.239
TCGA-06-0238	HRAS	-	-	-	0.37
TCGA-06-0238	HSPA8	-	-	-	0.854
TCGA-06-0238	HUWE1	-	-	-	-1.328
TCGA-06-0238	IDH1	-	-	-	0.379
TCGA-06-0238	IDH2	-	-	-	0.101
TCGA-06-0238	IRS2	-	-	-	0.362
TCGA-06-0238	KDM5C	-	-	-	-1.381
TCGA-06-0238	KEAP1	-	-	-	-0.09
TCGA-06-0238	KIFC3	-	-	-	0.006
TCGA-06-0238	KIT	-	-	-	0.048
TCGA-06-0238	KRAS	-	-	-	-0.096
TCGA-06-0238	LEPR	-	-	-	-0.147
TCGA-06-0238	LIFR	-	-	-	0.465
TCGA-06-0238	LPP	-	-	-	-0.936
TCGA-06-0238	LUM	-	-	-	-0.274
TCGA-06-0238	LZTR1	-	-	-	0.011
TCGA-06-0238	MALAT1	-	-	-	0.014
TCGA-06-0238	MAP2K4	-	-	-	0.814
TCGA-06-0238	MAP3K3	-	-	-	-0.57
TCGA-06-0238	MAPK8IP1	-	-	-	2.638
TCGA-06-0238	MATK	-	-	-	0.443
TCGA-06-0238	MDM2	-	-	-	-0.037
TCGA-06-0238	MDM4	-	-	-	0.167
TCGA-06-0238	METTL14	-	-	-	-0.472
TCGA-06-0238	MN1	-	-	-	0.091
TCGA-06-0238	MTOR	-	-	-	-0.62
TCGA-06-0238	NAV3	-	-	-	0.723
TCGA-06-0238	NBPF10	-	-	-	-0.265
TCGA-06-0238	NCOA4	-	-	-	-0.437
TCGA-06-0238	NF1	-	-	-	-0.827
TCGA-06-0238	NFE2L2	-	-	-	-0.163
TCGA-06-0238	NLRP3	-	-	-	0.235
TCGA-06-0238	NOTCH1	-	-	-	0.353
TCGA-06-0238	NR4A2	-	-	-	0
TCGA-06-0238	PCBP1	-	-	-	-1.167
TCGA-06-0238	PDGFRA	-	-	-	0.376
TCGA-06-0238	PIK3CA	-	-	-	-0.462
TCGA-06-0238	PIK3CG	-	-	-	-0.051
TCGA-06-0238	PIK3R1	-	-	-	0.543
TCGA-06-0238	PIP5K1A	-	-	-	-0.099
TCGA-06-0238	PLCG1	-	-	-	-0.013
TCGA-06-0238	PPP2R1A	-	-	-	0.761
TCGA-06-0238	PTEN	-	-	-	-1.053
TCGA-06-0238	RAC1	-	-	-	2.039
TCGA-06-0238	RANBP2	-	-	-	-1.003
TCGA-06-0238	RANBP3	-	-	-	0.348
TCGA-06-0238	RB1	-	-	-	1.205
TCGA-06-0238	RBMX	-	-	-	1.567
TCGA-06-0238	RHEB	-	-	-	1.632
TCGA-06-0238	RHOA	-	-	-	1.634
TCGA-06-0238	RPL5	-	-	-	0.468
TCGA-06-0238	RPSAP58	-	-	-	1.135
TCGA-06-0238	RUNX1	-	-	-	-0.525
TCGA-06-0238	RXRA	-	-	-	-0.68
TCGA-06-0238	SMAD2	-	-	-	0.196
TCGA-06-0238	SMC1A	-	-	-	-0.72
TCGA-06-0238	SPATA6	-	-	-	0.403
TCGA-06-0238	SPEN	-	-	-	-0.756
TCGA-06-0238	SPOP	-	-	-	1.805
TCGA-06-0238	STAG2	-	-	-	-0.271
TCGA-06-0238	STK11	-	-	-	-0.445
TCGA-06-0238	SYNE1	-	-	-	0.239
TCGA-06-0238	TBL1XR1	-	-	-	-0.602
TCGA-06-0238	TBX3	-	-	-	-0.126
TCGA-06-0238	TCF12	-	-	-	1.929
TCGA-06-0238	TCF7	-	-	-	-0.274
TCGA-06-0238	TET2	-	-	-	-0.098
TCGA-06-0238	TFDP1	-	-	-	0.011
TCGA-06-0238	TGFBR2	-	-	-	-0.394
TCGA-06-0238	TGIF1	-	-	-	-0.91
TCGA-06-0238	TJP2	-	-	-	-0.79
TCGA-06-0238	TNFRSF10C	-	-	-	-0.208
TCGA-06-0238	TOM1	-	-	-	-0.377
TCGA-06-0238	TP53	0	0	-	0.211
TCGA-06-0238	U2AF1	-	-	-	0.578
TCGA-06-0238	WT1	-	-	-	-0.003
TCGA-06-0238	ZFP36L1	-	-	-	-0.847
TCGA-06-0238	ZFP36L2	-	-	-	-0.368
TCGA-06-0238	ZNF132	-	-	-	1.055
TCGA-06-0238	ZNF300	-	-	-	5.279
TCGA-06-0238	ZNF814	-	-	-	0.563
TCGA-06-0238	ZNF844	-	-	-	-0.104
TCGA-06-0240	ABCB1	-	-	-	-
TCGA-06-0240	ACVR1B	-	-	-	-
TCGA-06-0240	ADCY1	-	-	-	-
TCGA-06-0240	ADORA2A	-	-	-	-
TCGA-06-0240	AHNAK2	-	-	-	-
TCGA-06-0240	AKAP9	-	-	-	-
TCGA-06-0240	AKD1	-	-	-	-
TCGA-06-0240	AKT1	-	-	-	-
TCGA-06-0240	AMPH	-	-	-	-
TCGA-06-0240	APAF1	-	-	-	-
TCGA-06-0240	BCOR	-	-	-	-
TCGA-06-0240	BRAF	-	-	-	-
TCGA-06-0240	BRCA1	-	-	-	-
TCGA-06-0240	BRCA2	-	-	-	-
TCGA-06-0240	CAD	-	-	-	-
TCGA-06-0240	CASP8	-	-	-	-
TCGA-06-0240	CAST	-	-	-	-
TCGA-06-0240	CBFB	-	-	-	-
TCGA-06-0240	CCND1	-	-	-	-
TCGA-06-0240	CDKN2A	-	-	-	-
TCGA-06-0240	CDKN2C	-	-	-	-
TCGA-06-0240	CEBPA	-	-	-	-
TCGA-06-0240	CENPF	-	-	-	-
TCGA-06-0240	CFH	-	-	-	-
TCGA-06-0240	CHD4	-	-	-	-
TCGA-06-0240	CHD8	-	-	-	-
TCGA-06-0240	CREM	-	-	-	-
TCGA-06-0240	CRTC3	-	-	-	-
TCGA-06-0240	CTCF	-	-	-	-
TCGA-06-0240	CUL1	-	-	-	-
TCGA-06-0240	DHX9	-	-	-	-
TCGA-06-0240	DICER1	-	-	-	-
TCGA-06-0240	DMD	-	-	-	-
TCGA-06-0240	DNMT3A	-	-	-	-
TCGA-06-0240	EGFR	2	0	2	-
TCGA-06-0240	EIF4A2	-	-	-	-
TCGA-06-0240	ELF3	-	-	-	-
TCGA-06-0240	ERCC2	-	-	-	-
TCGA-06-0240	EWSR1	-	-	-	-
TCGA-06-0240	EZH2	-	-	-	-
TCGA-06-0240	FANCA	-	-	-	-
TCGA-06-0240	FBN2	-	-	-	-
TCGA-06-0240	FBXO11	-	-	-	-
TCGA-06-0240	FES	-	-	-	-
TCGA-06-0240	FGFR3	-	-	-	-
TCGA-06-0240	FLT3	-	-	-	-
TCGA-06-0240	FOXA2	-	-	-	-
TCGA-06-0240	FRG1B	-	-	-	-
TCGA-06-0240	GATA3	-	-	-	-
TCGA-06-0240	GNAI1	-	-	-	-
TCGA-06-0240	GNAS	-	-	-	-
TCGA-06-0240	GOLGA5	-	-	-	-
TCGA-06-0240	GOT2	-	-	-	-
TCGA-06-0240	GPHN	-	-	-	-
TCGA-06-0240	GPS2	-	-	-	-
TCGA-06-0240	H3F3C	-	-	-	-
TCGA-06-0240	HGF	-	-	-	-
TCGA-06-0240	HLA-A	-	-	-	-
TCGA-06-0240	HMGXB4	-	-	-	-
TCGA-06-0240	HRAS	-	-	-	-
TCGA-06-0240	HSPA8	-	-	-	-
TCGA-06-0240	HUWE1	-	-	-	-
TCGA-06-0240	IDH1	-	-	-	-
TCGA-06-0240	IDH2	-	-	-	-
TCGA-06-0240	IRS2	-	-	-	-
TCGA-06-0240	KDM5C	-	-	-	-
TCGA-06-0240	KEAP1	-	-	-	-
TCGA-06-0240	KIFC3	-	-	-	-
TCGA-06-0240	KIT	-	-	-	-
TCGA-06-0240	KRAS	-	-	-	-
TCGA-06-0240	LEPR	-	-	-	-
TCGA-06-0240	LIFR	-	-	-	-
TCGA-06-0240	LPP	-	-	-	-
TCGA-06-0240	LUM	-	-	-	-
TCGA-06-0240	LZTR1	-	-	-	-
TCGA-06-0240	MALAT1	-	-	-	-
TCGA-06-0240	MAP2K4	-	-	-	-
TCGA-06-0240	MAP3K3	-	-	-	-
TCGA-06-0240	MAPK8IP1	-	-	-	-
TCGA-06-0240	MATK	-	-	-	-
TCGA-06-0240	MDM2	-	-	-	-
TCGA-06-0240	MDM4	-	-	-	-
TCGA-06-0240	METTL14	-	-	-	-
TCGA-06-0240	MN1	-	-	-	-
TCGA-06-0240	MTOR	-	-	-	-
TCGA-06-0240	NAV3	-	-	-	-
TCGA-06-0240	NBPF10	-	-	-	-
TCGA-06-0240	NCOA4	-	-	-	-
TCGA-06-0240	NF1	-	-	-	-
TCGA-06-0240	NFE2L2	-	-	-	-
TCGA-06-0240	NLRP3	-	-	-	-
TCGA-06-0240	NOTCH1	-	-	-	-
TCGA-06-0240	NR4A2	-	-	-	-
TCGA-06-0240	PCBP1	-	-	-	-
TCGA-06-0240	PDGFRA	-	-	-	-
TCGA-06-0240	PIK3CA	-	-	-	-
TCGA-06-0240	PIK3CG	-	-	-	-
TCGA-06-0240	PIK3R1	-	-	-	-
TCGA-06-0240	PIP5K1A	-	-	-	-
TCGA-06-0240	PLCG1	-	-	-	-
TCGA-06-0240	PPP2R1A	-	-	-	-
TCGA-06-0240	PTEN	-	-	-	-
TCGA-06-0240	RAC1	-	-	-	-
TCGA-06-0240	RANBP2	-	-	-	-
TCGA-06-0240	RANBP3	-	-	-	-
TCGA-06-0240	RB1	-	-	-	-
TCGA-06-0240	RBMX	-	-	-	-
TCGA-06-0240	RHEB	-	-	-	-
TCGA-06-0240	RHOA	-	-	-	-
TCGA-06-0240	RPL5	-	-	-	-
TCGA-06-0240	RPSAP58	-	-	-	-
TCGA-06-0240	RUNX1	-	-	-	-
TCGA-06-0240	RXRA	-	-	-	-
TCGA-06-0240	SMAD2	-	-	-	-
TCGA-06-0240	SMC1A	-	-	-	-
TCGA-06-0240	SPATA6	-	-	-	-
TCGA-06-0240	SPEN	-	-	-	-
TCGA-06-0240	SPOP	-	-	-	-
TCGA-06-0240	STAG2	-	-	-	-
TCGA-06-0240	STK11	-	-	-	-
TCGA-06-0240	SYNE1	-	-	-	-
TCGA-06-0240	TBL1XR1	-	-	-	-
TCGA-06-0240	TBX3	-	-	-	-
TCGA-06-0240	TCF12	-	-	-	-
TCGA-06-0240	TCF7	-	-	-	-
TCGA-06-0240	TET2	-	-	-	-
TCGA-06-0240	TFDP1	-	-	-	-
TCGA-06-0240	TGFBR2	-	-	-	-
TCGA-06-0240	TGIF1	-	-	-	-
TCGA-06-0240	TJP2	-	-	-	-
TCGA-06-0240	TNFRSF10C	-	-	-	-
TCGA-06-0240	TOM1	-	-	-	-
TCGA-06-0240	TP53	-	-	-	-
TCGA-06-0240	U2AF1	-	-	-	-
TCGA-06-0240	WT1	-	-	-	-
TCGA-06-0240	ZFP36L1	-	-	-	-
TCGA-06-0240	ZFP36L2	-	-	-	-
TCGA-06-0240	ZNF132	-	-	-	-
TCGA-06-0240	ZNF300	-	-	-	-
TCGA-06-0240	ZNF814	-	-	-	-
TCGA-06-0240	ZNF844	-	-	-	-
TCGA-06-0397	ABCB1	-	-	-	-
TCGA-06-0397	ACVR1B	-	-	-	-
TCGA-06-0397	ADCY1	-	-	-	-
TCGA-06-0397	ADORA2A	-	-	-	-
TCGA-06-0397	AHNAK2	-	-	-	-
TCGA-06-0397	AKAP9	-	-	-	-
TCGA-06-0397	AKD1	-	-	-	-
TCGA-06-0397	AKT1	-	-	-	-
TCGA-06-0397	AMPH	-	-	-	-
TCGA-06-0397	APAF1	-	-	-	-
TCGA-06-0397	BCOR	-	-	-	-
TCGA-06-0397	BRAF	-	-	-	-
TCGA-06-0397	BRCA1	-	-	-	-
TCGA-06-0397	BRCA2	-	-	-	-
TCGA-06-0397	CAD	-	-	-	-
TCGA-06-0397	CASP8	-	-	-	-
TCGA-06-0397	CAST	-	-	-	-
TCGA-06-0397	CBFB	-	-	-	-
TCGA-06-0397	CCND1	-	-	-	-
TCGA-06-0397	CDKN2A	3	0	-2	-
TCGA-06-0397	CDKN2C	-	-	-	-
TCGA-06-0397	CEBPA	-	-	-	-
TCGA-06-0397	CENPF	-	-	-	-
TCGA-06-0397	CFH	-	-	-	-
TCGA-06-0397	CHD4	-	-	-	-
TCGA-06-0397	CHD8	-	-	-	-
TCGA-06-0397	CREM	-	-	-	-
TCGA-06-0397	CRTC3	-	-	-	-
TCGA-06-0397	CTCF	-	-	-	-
TCGA-06-0397	CUL1	-	-	-	-
TCGA-06-0397	DHX9	-	-	-	-
TCGA-06-0397	DICER1	-	-	-	-
TCGA-06-0397	DMD	-	-	-	-
TCGA-06-0397	DNMT3A	-	-	-	-
TCGA-06-0397	EGFR	-	-	-	-
TCGA-06-0397	EIF4A2	-	-	-	-
TCGA-06-0397	ELF3	-	-	-	-
TCGA-06-0397	ERCC2	-	-	-	-
TCGA-06-0397	EWSR1	-	-	-	-
TCGA-06-0397	EZH2	-	-	-	-
TCGA-06-0397	FANCA	-	-	-	-
TCGA-06-0397	FBN2	-	-	-	-
TCGA-06-0397	FBXO11	-	-	-	-
TCGA-06-0397	FES	-	-	-	-
TCGA-06-0397	FGFR3	-	-	-	-
TCGA-06-0397	FLT3	-	-	-	-
TCGA-06-0397	FOXA2	-	-	-	-
TCGA-06-0397	FRG1B	-	-	-	-
TCGA-06-0397	GATA3	-	-	-	-
TCGA-06-0397	GNAI1	-	-	-	-
TCGA-06-0397	GNAS	-	-	-	-
TCGA-06-0397	GOLGA5	-	-	-	-
TCGA-06-0397	GOT2	-	-	-	-
TCGA-06-0397	GPHN	-	-	-	-
TCGA-06-0397	GPS2	-	-	-	-
TCGA-06-0397	H3F3C	-	-	-	-
TCGA-06-0397	HGF	-	-	-	-
TCGA-06-0397	HLA-A	-	-	-	-
TCGA-06-0397	HMGXB4	-	-	-	-
TCGA-06-0397	HRAS	-	-	-	-
TCGA-06-0397	HSPA8	-	-	-	-
TCGA-06-0397	HUWE1	-	-	-	-
TCGA-06-0397	IDH1	-	-	-	-
TCGA-06-0397	IDH2	-	-	-	-
TCGA-06-0397	IRS2	-	-	-	-
TCGA-06-0397	KDM5C	-	-	-	-
TCGA-06-0397	KEAP1	-	-	-	-
TCGA-06-0397	KIFC3	-	-	-	-
TCGA-06-0397	KIT	-	-	-	-
TCGA-06-0397	KRAS	-	-	-	-
TCGA-06-0397	LEPR	-	-	-	-
TCGA-06-0397	LIFR	-	-	-	-
TCGA-06-0397	LPP	-	-	-	-
TCGA-06-0397	LUM	-	-	-	-
TCGA-06-0397	LZTR1	-	-	-	-
TCGA-06-0397	MALAT1	-	-	-	-
TCGA-06-0397	MAP2K4	-	-	-	-
TCGA-06-0397	MAP3K3	-	-	-	-
TCGA-06-0397	MAPK8IP1	-	-	-	-
TCGA-06-0397	MATK	-	-	-	-
TCGA-06-0397	MDM2	-	-	-	-
TCGA-06-0397	MDM4	-	-	-	-
TCGA-06-0397	METTL14	-	-	-	-
TCGA-06-0397	MN1	-	-	-	-
TCGA-06-0397	MTOR	-	-	-	-
TCGA-06-0397	NAV3	-	-	-	-
TCGA-06-0397	NBPF10	-	-	-	-
TCGA-06-0397	NCOA4	-	-	-	-
TCGA-06-0397	NF1	-	-	-	-
TCGA-06-0397	NFE2L2	-	-	-	-
TCGA-06-0397	NLRP3	-	-	-	-
TCGA-06-0397	NOTCH1	-	-	-	-
TCGA-06-0397	NR4A2	-	-	-	-
TCGA-06-0397	PCBP1	-	-	-	-
TCGA-06-0397	PDGFRA	-	-	-	-
TCGA-06-0397	PIK3CA	-	-	-	-
TCGA-06-0397	PIK3CG	-	-	-	-
TCGA-06-0397	PIK3R1	-	-	-	-
TCGA-06-0397	PIP5K1A	-	-	-	-
TCGA-06-0397	PLCG1	-	-	-	-
TCGA-06-0397	PPP2R1A	-	-	-	-
TCGA-06-0397	PTEN	-	-	-	-
TCGA-06-0397	RAC1	-	-	-	-
TCGA-06-0397	RANBP2	-	-	-	-
TCGA-06-0397	RANBP3	-	-	-	-
TCGA-06-0397	RB1	-	-	-	-
TCGA-06-0397	RBMX	-	-	-	-
TCGA-06-0397	RHEB	-	-	-	-
TCGA-06-0397	RHOA	-	-	-	-
TCGA-06-0397	RPL5	-	-	-	-
TCGA-06-0397	RPSAP58	-	-	-	-
TCGA-06-0397	RUNX1	-	-	-	-
TCGA-06-0397	RXRA	-	-	-	-
TCGA-06-0397	SMAD2	-	-	-	-
TCGA-06-0397	SMC1A	-	-	-	-
TCGA-06-0397	SPATA6	-	-	-	-
TCGA-06-0397	SPEN	-	-	-	-
TCGA-06-0397	SPOP	-	-	-	-
TCGA-06-0397	STAG2	-	-	-	-
TCGA-06-0397	STK11	-	-	-	-
TCGA-06-0397	SYNE1	-	-	-	-
TCGA-06-0397	TBL1XR1	-	-	-	-
TCGA-06-0397	TBX3	-	-	-	-
TCGA-06-0397	TCF12	-	-	-	-
TCGA-06-0397	TCF7	-	-	-	-
TCGA-06-0397	TET2	-	-	-	-
TCGA-06-0397	TFDP1	-	-	-	-
TCGA-06-0397	TGFBR2	-	-	-	-
